author,highlightTitle,uuid,title,ord_in_thread,highlightText,social_vk_shares,social_stumbledupon_shares,social_linkedin_shares,social_pinterest_shares,social_gplus_shares,social_facebook_shares,social_facebook_comments,social_facebook_likes,crawled,published,thread_spam_score,thread_site_type,thread_site_full,thread_title_full,thread_performance_score,thread_title,thread_replies_count,thread_main_image,thread_uuid,thread_site_section,thread_published,thread_participants_count,thread_url,thread_country,thread_site,text,url,language,Keyword,relevent_flag,score,position
,,d54b7131267941abacea5ab19c49400f10f061a9,Sundance Channel launches on Orange TV in France,0,,0,0,0,0,0,0,0,0,2015-10-13T12:47:26.413+03:00,2015-10-13T10:19:00.000+03:00,0,news,www.rapidtvnews.com,Sundance Channel launches on Orange TV in France,0,Sundance Channel launches on Orange TV in France,0,http://www.rapidtvnews.com/templates/rapidtvnews2014/images/touch-icon-ipad-retinabig.png,d54b7131267941abacea5ab19c49400f10f061a9,http://rapidtvnews.com//feed/rss.html,2015-10-13T10:19:00.000+03:00,0,http://www.rapidtvnews.com/2015101340247/sundance-channel-launches-on-orange-tv-in-france.html,FR,rapidtvnews.com,Rapid TV News - Broadcast Technology Daily,http://www.rapidtvnews.com/2015101340247/sundance-channel-launches-on-orange-tv-in-france.html,english,Technology,1,0.445635635,0.166666667
Michelle Gorin,,eed9ecb151ba043e65b3cc3f6940f8a74a1fe8c7,Eastern Kentucky University Ranked Best Online College in Kentucky,0,,0,0,0,0,0,0,0,0,2015-10-13T10:29:17.331+03:00,2015-10-13T03:00:00.000+03:00,0,news,www.prweb.com,Eastern Kentucky University Ranked Best Online College in Kentucky,0,Eastern Kentucky University Ranked Best Online College in Kentucky,0,http://ww1.prweb.com/prfiles/2015/10/07/13010150/ACO-Best-Online-Colleges-KY-2016.png,eed9ecb151ba043e65b3cc3f6940f8a74a1fe8c7,http://www.prweb.com/rss2/technology.xml,2015-10-13T03:00:00.000+03:00,1,http://www.prweb.com/releases/2015/10/prweb13010150.htm,US,prweb.com,Technology,http://www.prweb.com/releases/2015/10/prweb13010150.htm,english,Technology,1,2.673813809,0
admin,,fbd3b1d20ca1331b46e9ec32cda7563856db1703,Tenable Network Security Reduces Cloud Infrastructure Attack Surface with New Capabilities in Nessus v6,0,,0,0,0,0,0,0,0,0,2015-10-13T12:22:19.360+03:00,2015-10-13T11:00:00.000+03:00,0,news,www.freshnews.com,Tenable Network Security Reduces Cloud Infrastructure Attack Surface with New Capabilities in Nessus v6,0,Tenable Network Security Reduces Cloud Infrastructure Attack Surface with New Capabilities in Nessus v6,0,,fbd3b1d20ca1331b46e9ec32cda7563856db1703,http://freshnews.com//news/technology/feed,2015-10-13T11:00:00.000+03:00,1,http://www.freshnews.com/news/1139335/tenable-network-security-reduces-cloud-infrastructure-attack-surface-new-capabilities-,US,freshnews.com,FreshNews.com - Technology News,http://www.freshnews.com/news/1139335/tenable-network-security-reduces-cloud-infrastructure-attack-surface-new-capabilities-,english,Technology,1,0.89127127,0.333333333
,,d3cb56fdcec99af1d8d3525396a2726e3f21fdd1,16 Highly Anticipated Late-Breaking Clinical Trials To Be Presented At VIVA 15,0,,0,0,0,0,0,0,0,0,2015-10-13T23:57:49.154+03:00,2015-10-13T11:30:00.000+03:00,0,news,www.bio-medicine.org,16 Highly Anticipated Late-Breaking Clinical Trials To Be Presented At VIVA 15,0,16 Highly Anticipated Late-Breaking Clinical Trials To Be Presented At VIVA 15,0,,d3cb56fdcec99af1d8d3525396a2726e3f21fdd1,http://www.bio-medicine.org/inc/biomed/medicine-technology.asp,2015-10-13T11:30:00.000+03:00,0,http://www.bio-medicine.org/medicine-technology-1/16-Highly-Anticipated-Late-Breaking-Clinical-Trials-To-Be-Presented-At-VIVA-15-48877-1/,US,bio-medicine.org,Latest Medical Technology from Bio-Medicine.Org,http://www.bio-medicine.org/medicine-technology-1/16-Highly-Anticipated-Late-Breaking-Clinical-Trials-To-Be-Presented-At-VIVA-15-48877-1/,english,Technology,1,0.668453452,0.25
Chris Kerins,,5e8ec4c14f417a33283f5e439d9c9a750485f89e,Woz says Jobs will be remembered for his vision ??? and his 'negative personality',0,,0,0,0,0,0,0,0,0,2015-10-16T02:35:12.725+03:00,2015-10-16T01:56:00.000+03:00,0,news,www.crutchtech.com,Woz says Jobs will be remembered for his vision ??? and his 'negative personality',0,Woz says Jobs will be remembered for his vision ??? and his 'negative personality',0,http://rc.feedsportal.com/r/241225984701/u/173/f/645093/c/34938/s/4ab66326/sc/28/rc/1/rc.img,5e8ec4c14f417a33283f5e439d9c9a750485f89e,http://crutchtech.com/?feed=rss2,2015-10-16T01:56:00.000+03:00,1,http://www.crutchtech.com/2015/10/15/woz-says-jobs-will-be-remembered-for-his-vision-and-his-negative-personality/,US,crutchtech.com,Crutch Technologies,http://www.crutchtech.com/2015/10/15/woz-says-jobs-will-be-remembered-for-his-vision-and-his-negative-personality/,english,Finance,0,0,0
,,77df6ef6d9ae225a7e72efc204aa6c7273a79071,Residential Construction Referral Service,0,,0,0,0,0,0,0,0,0,2015-10-16T09:09:13.535+03:00,2015-10-16T08:19:00.000+03:00,0,news,www.globalbx.com,Residential Construction Referral Service,0,Residential Construction Referral Service,0,,77df6ef6d9ae225a7e72efc204aa6c7273a79071,http://www.globalbx.com/rss/US/byIndustry/Technology.rss,2015-10-16T08:19:00.000+03:00,0,http://www.globalbx.com/listing.asp?bId=246033,US,globalbx.com,Technology - Internet Related Businesses For Sale in the US,http://www.globalbx.com/listing.asp?bId=246033,english,Finance,0,0,0
maplesummit,,3518ecebb8441e9a80a1ed2cf9c10992dea63fde,What is Windows Server Essentials and How Do You Use it for Your Business?,0,,0,0,0,0,0,0,0,0,2015-10-16T10:56:01.125+03:00,2015-10-16T08:04:00.000+03:00,0,news,www.bizsugar.com,What is Windows Server Essentials and How Do You Use it for Your Business?,0,What is Windows Server Essentials and How Do You Use it for Your Business?,0,,3518ecebb8441e9a80a1ed2cf9c10992dea63fde,http://www.bizsugar.com/rss/category/7,2015-10-16T08:04:00.000+03:00,1,http://www.bizsugar.com/Technology/what-is-windows-server-essentials-and-how-do-you-use-it-for-your-business/,US,bizsugar.com,BizSugar / Published News / Technology,http://www.bizsugar.com/Technology/what-is-windows-server-essentials-and-how-do-you-use-it-for-your-business/,english,Finance,0,0,0
,,f9cb820e91d3b41880285de0ef268e3dbb4ee19d,Selected local stocks,0,,0,0,0,0,0,0,0,0,2015-10-16T17:42:38.590+03:00,2015-10-16T07:00:00.000+03:00,0,news,www.vindy.com,Selected local stocks,0,Selected local stocks,0,http://media.vindy.com/content/image/a/5/logo/v5logo.gif,f9cb820e91d3b41880285de0ef268e3dbb4ee19d,http://www.vindy.com/rss/headlines/business,2015-10-16T07:00:00.000+03:00,0,http://www.vindy.com/news/2015/oct/16/selected-local-stocks/,US,vindy.com,Vindy.com stories: Business & Technology,http://www.vindy.com/news/2015/oct/16/selected-local-stocks/,english,Finance,0,0,0
cbs8,,9e5bf2f5c2342cf8f3939e03386d41cf8a90f13c,"IGT Introduces Aurora, Its New, Comprehensive Solution for Lottery Growth",0,,0,0,0,0,0,0,0,0,2015-10-13T14:56:52.197+03:00,2015-10-13T03:00:00.000+03:00,0,news,www.cbs8.com,"IGT Introduces Aurora, Its New, Comprehensive Solution for Lottery Growth - CBS News 8 - San Diego, CA News Station - KFMB Channel 8",0,"IGT Introduces Aurora, Its New, Comprehensive Solution for Lottery Growth",0,,9e5bf2f5c2342cf8f3939e03386d41cf8a90f13c,http://www.cbs8.com/category/48528/travel-leisure,2015-10-13T03:00:00.000+03:00,1,http://www.cbs8.com/story/30246803/igt-introduces-aurora-its-new-comprehensive-solution-for-lottery-growth,US,cbs8.com,"Travel &amp; Leisure - CBS News 8 - San Diego, CA News Station - KFMB Channel 8",http://www.cbs8.com/story/30246803/igt-introduces-aurora-its-new-comprehensive-solution-for-lottery-growth,english,Travel,1,0.194541094,0.166666667
travelandtourworld.com,,9723b97dd2b2b07ff55e3df6c4c298c1241c547e,"Demand is Up and Airfares Are Down This Holiday Travel Season, According to Orbitz Insider IndexTravelandtourworld.com",0,,0,0,0,0,0,0,0,0,2015-10-13T06:04:05.970+03:00,2015-10-13T03:00:00.000+03:00,0,news,www.travelandtourworld.com,"Demand is Up and Airfares Are Down This Holiday Travel Season, According to Orbitz Insider IndexTravelandtourworld.com",0,"Demand is Up and Airfares Are Down This Holiday Travel Season, According to Orbitz Insider IndexTravelandtourworld.com",0,http://www.travelandtourworld.com/wp-content/uploads/2013/10/orbitz.jpeg,9723b97dd2b2b07ff55e3df6c4c298c1241c547e,http://www.travelandtourworld.com/,2015-10-13T03:00:00.000+03:00,1,http://www.travelandtourworld.com/news/article/demand-is-up-and-airfares-are-down-this-holiday-travel-season-according-to-orbitz-insider-index/,US,travelandtourworld.com,Global Travel And Tourism News | Travel B2B Magazine | Travel News -Travelandtourworld.com,http://www.travelandtourworld.com/news/article/demand-is-up-and-airfares-are-down-this-holiday-travel-season-according-to-orbitz-insider-index/,english,Travel,1,0.817072596,0.857142857
eTN Global Editor,,f922ef8a30aa0797de21631328bb5ee559a1342d,The Ritz-Carlton set to debut in Mexico City in 2019,0,,0,0,0,0,0,0,0,0,2015-10-15T00:56:12.799+03:00,2015-10-14T23:05:00.000+03:00,0,news,www.eturbonews.com,The Ritz-Carlton set to debut in Mexico City in 2019,0,The Ritz-Carlton set to debut in Mexico City in 2019,0,,f922ef8a30aa0797de21631328bb5ee559a1342d,http://feeds.feedburner.com/Eturbonews-TravelAndTourismIndustryNews,2015-10-14T23:05:00.000+03:00,1,http://www.eturbonews.com/64832/ritz-carlton-set-debut-mexico-city-2019,US,eturbonews.com,eTurboNews (eTN) - Original and unique global international news with a focus on travel and tourism,http://www.eturbonews.com/64832/ritz-carlton-set-debut-mexico-city-2019,english,Travel,1,0,0
"Lindsey Bever, The Washington Post",,e9e657336ad91371cd2974a9ea9c12fb898025f6,VIDEO: Are you brave enough to walk across China's sky-high glass bridge?,0,,0,0,0,0,0,0,0,0,2015-10-14T04:20:27.151+03:00,2015-10-12T20:33:00.000+03:00,0,news,www.southcoasttoday.com,VIDEO: Are you brave enough to walk across China's sky-high glass bridge?,0,VIDEO: Are you brave enough to walk across China's sky-high glass bridge?,0,http://www.southcoasttoday.com/storyimage/ZZ/20151012/SHAREABLE/151019986/AR/0/AR-151019986.jpg,e9e657336ad91371cd2974a9ea9c12fb898025f6,http://www.southcoasttoday.com/living/travel?template=rss&mime=xml,2015-10-12T20:33:00.000+03:00,1,http://www.southcoasttoday.com/article/ZZ/20151012/SHAREABLE/151019986/101114?rssfeed=true,US,southcoasttoday.com,Travel - southcoasttoday.com,http://www.southcoasttoday.com/article/ZZ/20151012/SHAREABLE/151019986/101114?rssfeed=true,english,Travel,1,1.361787659,0
,,7bda2238028e53426427f297cdd80ab93ea08660,Going zip-lining on holiday? Here's how to stay safe,0,,0,0,0,0,0,0,0,0,2015-10-13T08:20:42.234+03:00,2015-10-13T07:00:00.000+03:00,0,news,www.calgarysun.com,Going zip-lining on holiday? Here's how to stay safe,0,Going zip-lining on holiday? Here's how to stay safe,0,http://storage.calgarysun.com/v1/dynamic_resize/sws_path/suns-prod-images/1297756695788_ORIGINAL.jpg?quality=80&size=100x,7bda2238028e53426427f297cdd80ab93ea08660,http://www.calgarysun.com/travel/rss.xml,2015-10-13T07:00:00.000+03:00,0,http://www.calgarysun.com/2015/10/05/going-zip-lining-on-holiday-heres-how-to-stay-safe,CA,calgarysun.com,Top Travel stories,http://www.calgarysun.com/2015/10/05/going-zip-lining-on-holiday-heres-how-to-stay-safe,english,Travel,1,0.90785844,0
,,73bea1d78170fa6f71f468b05d3789ace8c6e410,How to Do Florida: Take Your Teenager Backpack Camping,0,,0,0,0,0,0,0,0,0,2015-10-13T09:18:39.429+03:00,2015-10-12T12:03:00.000+03:00,0,news,www.whio.com,How to Do Florida: Take Your Teenager Backpack Camping,0,How to Do Florida: Take Your Teenager Backpack Camping,0,http://media.cmgdigital.com/shared/img/photos/2014/08/21/cc/0a/WHIO_Facebook_Icon.png,73bea1d78170fa6f71f468b05d3789ace8c6e410,http://www.whio.com/feeds/categories/travel/,2015-10-12T12:03:00.000+03:00,0,http://www.whio.com/feed/travel/how-to-do-florida-take-your-teenager-backpack/fCG8X4/,US,whio.com,News | Travel,http://www.whio.com/feed/travel/how-to-do-florida-take-your-teenager-backpack/fCG8X4/,english,Travel,1,1.361787659,0.5
Kayla Dome,,b377014e9625cf85adf46e7cd18bfdd83d043ac4,How to Stay Safe in the Mountains,0,,0,0,0,0,0,0,0,0,2015-10-15T05:26:53.869+03:00,2015-10-14T22:05:00.000+03:00,0,news,gogirlguides.com,How to Stay Safe in the Mountains,0,How to Stay Safe in the Mountains,0,http://gogirlguides.com/wp-content/uploads/2015/10/mountains1.jpg,b377014e9625cf85adf46e7cd18bfdd83d043ac4,http://feeds.feedburner.com/GoGirlGuides,2015-10-14T22:05:00.000+03:00,1,http://gogirlguides.com/solo-female-travel/how-to-stay-safe-in-the-mountains/,US,gogirlguides.com,Go! Girl Guides - Helping Women Travel The World,http://gogirlguides.com/solo-female-travel/how-to-stay-safe-in-the-mountains/,english,Travel,1,0.389082188,0.142857143
cbs8,,03c05862e3bd561678cdb0f6b644bc531321e8a8,Elektrobit to develop augmented reality software as a standalone company within Continental,0,,0,0,0,0,0,0,0,0,2015-10-14T18:21:04.347+03:00,2015-10-14T03:00:00.000+03:00,0,news,www.cbs8.com,"Elektrobit to develop augmented reality software as a standalone company within Continental - CBS News 8 - San Diego, CA News Station - KFMB Channel 8",0,Elektrobit to develop augmented reality software as a standalone company within Continental,0,,03c05862e3bd561678cdb0f6b644bc531321e8a8,http://www.cbs8.com/category/48532/travel,2015-10-14T03:00:00.000+03:00,1,http://www.cbs8.com/story/30256498/elektrobit-to-develop-augmented-reality-software-as-a-standalone-company-within-continental,US,cbs8.com,"Travel - CBS News 8 - San Diego, CA News Station - KFMB Channel 8",http://www.cbs8.com/story/30256498/elektrobit-to-develop-augmented-reality-software-as-a-standalone-company-within-continental,english,Travel,1,0.22696461,0.1
,,0e15e47b1a7cab8c404bb2afa6986c9f5aa4185e,"""I don't have to be taught not to be a rapist"", says student",0,,0,0,0,0,0,0,0,0,2015-10-17T00:17:18.286+03:00,2015-10-15T17:00:00.000+03:00,0,news,www.thesatellite.com.au,"""I don't have to be taught not to be a rapist"", says student",0,"""I don't have to be taught not to be a rapist"", says student",0,http://media.apnarm.net.au/img/media/images/2015/10/16/consent-t9vrvorgaoi3l1841l2_ct300x300.jpg,0e15e47b1a7cab8c404bb2afa6986c9f5aa4185e,http://feeds2.feedburner.com/ThesatellitecomauWorldNews,2015-10-15T17:00:00.000+03:00,0,http://www.thesatellite.com.au/news/student-divides-internet-after-opposing-sex-consen/2809154/,AU,thesatellite.com.au,thesatellite.com.au: World News,http://www.thesatellite.com.au/news/student-divides-internet-after-opposing-sex-consen/2809154/,english,World,1,0.809212203,0.333333333
,,300203b877a9a2a79aa85f69ab4dd6052cb7df26,"The Dress: If you saw white and gold, you work too hard",0,,0,0,0,0,0,0,0,0,2015-10-16T19:20:48.174+03:00,2015-10-15T17:00:00.000+03:00,0,news,www.gattonstar.com.au,"The Dress: If you saw white and gold, you work too hard",0,"The Dress: If you saw white and gold, you work too hard",0,http://media.apnarm.net.au/img/media/images/2015/10/16/thedress-2ckc4e2a8rgom4441l2_ct300x300.jpg,300203b877a9a2a79aa85f69ab4dd6052cb7df26,http://feeds2.feedburner.com/GattonstarcomauWorldNews,2015-10-15T17:00:00.000+03:00,0,http://www.gattonstar.com.au/news/dress-if-you-saw-white-and-gold-you-work-too-hard/2809146/,AU,gattonstar.com.au,gattonstar.com.au: World News,http://www.gattonstar.com.au/news/dress-if-you-saw-white-and-gold-you-work-too-hard/2809146/,english,World,1,0.809212203,0.333333333
sfgate.com,,e86684cde338c80f6266efd41a5ec4a392a96222,EU tries for new Turkey strategy to stem refugee flow,0,,0,0,0,0,0,0,0,0,2015-10-16T12:23:27.146+03:00,2015-10-16T04:00:00.000+03:00,0,news,www.sfgate.com,EU tries for new Turkey strategy to stem refugee flow - SFGate,0,EU tries for new Turkey strategy to stem refugee flow,0,http://ww1.hdnux.com/photos/41/44/23/8799424/7/rawImage.jpg,e86684cde338c80f6266efd41a5ec4a392a96222,http://sfgate.com//rss/feed/World-News-From-SFGate-432.php,2015-10-16T04:00:00.000+03:00,1,http://www.sfgate.com/news/world/article/EU-tries-for-new-Turkey-strategy-to-stem-refugee-6573619.php,US,sfgate.com,World News From SFGate,http://www.sfgate.com/news/world/article/EU-tries-for-new-Turkey-strategy-to-stem-refugee-6573619.php,english,World,1,0.809212203,0.333333333
Reuters,,4538c08f97f245fae985a2182f510b5b58371244,"Kyrgyz police kill one escaped Islamist, three remain at large: ministry",0,,0,0,0,0,0,0,0,0,2015-10-16T12:12:52.057+03:00,2015-10-16T13:03:00.000+03:00,0,news,www.reuters.com,"Kyrgyz police kill one escaped Islamist, three remain at large: ministry | Reuters",0,"Kyrgyz police kill one escaped Islamist, three remain at large: ministry",0,,4538c08f97f245fae985a2182f510b5b58371244,http://www.reuters.com/news/world,2015-10-16T13:03:00.000+03:00,1,http://www.reuters.com/article/2015/10/16/us-kyrgyzstan-islamists-idUSKCN0SA0RU20151016,US,reuters.com,World News | Reuters.com,http://www.reuters.com/article/2015/10/16/us-kyrgyzstan-islamists-idUSKCN0SA0RU20151016,english,World,1,0.809212203,0.333333333
,,ed2b5cb695506cd151a5648049091cef4873634f,Turkey grumbles as EU hails deal to stem migration,0,,0,0,0,0,0,0,0,0,2015-10-16T19:59:46.628+03:00,2015-10-16T19:25:00.000+03:00,0,news,www.channelnewsasia.com,Turkey grumbles as EU hails deal to stem migration,0,Turkey grumbles as EU hails deal to stem migration,0,http://www.channelnewsasia.com/image/2197978/1445001316000/large16x9/640/360/syrian-migrants-who-said.jpg,ed2b5cb695506cd151a5648049091cef4873634f,http://www.channelnewsasia.com/rss/latest_cna_world_rss.xml,2015-10-16T19:25:00.000+03:00,0,http://www.channelnewsasia.com/news/world/turkey-grumbles-as-eu-hai/2197982.html,SG,channelnewsasia.com,Channel NewsAsia World News,http://www.channelnewsasia.com/news/world/turkey-grumbles-as-eu-hai/2197982.html,english,World,1,0.606909153,0.25
,,cd31d62e12a027df4c9e01fd1824a35e6ec7e987,"The Dress: If you saw white and gold, you work too hard",0,,0,0,0,0,0,0,0,0,2015-10-16T06:30:21.874+03:00,2015-10-15T16:00:00.000+03:00,0,news,www.byronnews.com.au,"The Dress: If you saw white and gold, you work too hard",0,"The Dress: If you saw white and gold, you work too hard",0,http://media.apnarm.net.au/img/media/images/2015/10/16/thedress-2ckc4e2a8rgom4441l2_ct300x300.jpg,cd31d62e12a027df4c9e01fd1824a35e6ec7e987,http://feeds2.feedburner.com/ByronnewscomauWorld,2015-10-15T16:00:00.000+03:00,0,http://www.byronnews.com.au/news/dress-if-you-saw-white-and-gold-you-work-too-hard/2809146/,AU,byronnews.com.au,byronnews.com.au: World News,http://www.byronnews.com.au/news/dress-if-you-saw-white-and-gold-you-work-too-hard/2809146/,english,World,1,0.809212203,0.333333333
timesunion.com,,1d47068be089eefc8d03b216b443854ce1c94ce7,"In Egypt vote, ultraconservative Islamists try balancing act",0,,0,0,0,0,0,0,0,0,2015-10-17T00:22:28.204+03:00,2015-10-17T01:14:00.000+03:00,0,news,www.timesunion.com,"In Egypt vote, ultraconservative Islamists try balancing act - Times Union",0,"In Egypt vote, ultraconservative Islamists try balancing act",0,http://ww2.hdnux.com/photos/41/45/02/8802437/5/rawImage.jpg,1d47068be089eefc8d03b216b443854ce1c94ce7,http://www.timesunion.com/default/feed/news/feed/World-News-212.php,2015-10-17T01:14:00.000+03:00,1,http://www.timesunion.com/news/world/article/In-Egypt-vote-ultraconservative-Islamists-try-6574657.php,US,timesunion.com,World News,http://www.timesunion.com/news/world/article/In-Egypt-vote-ultraconservative-Islamists-try-6574657.php,english,World,1,1.213818305,0.5
,,374ebe54310aaf0c917e44cc5cd8fba6776bfcef,EU tries for new Turkey strategy to stem refugee flow,0,,0,0,0,0,0,0,0,0,2015-10-16T19:09:17.292+03:00,2015-10-16T17:42:00.000+03:00,0,news,www.fox23.com,EU tries for new Turkey strategy to stem refugee flow,0,EU tries for new Turkey strategy to stem refugee flow,0,http://media.cmgdigital.com/shared/img/photos/2015/10/16/f7/8e/1b2c5dcda00d40039569f11cf240ab00-739bdd12d61d4cccb9948874da597810-0.jpg,374ebe54310aaf0c917e44cc5cd8fba6776bfcef,http://www.fox23.com/list/rss/news/world/world-news/aKh3/,2015-10-16T17:42:00.000+03:00,0,http://www.fox23.com/ap/ap/international/eu-tries-for-new-turkey-strategy-to-stem-refugee-f/nn4NH/,US,fox23.com,World News,http://www.fox23.com/ap/ap/international/eu-tries-for-new-turkey-strategy-to-stem-refugee-f/nn4NH/,english,World,1,1.213818305,0.5
,,b7ffe8eafcdc09888fdca14bf0e86c6ce24fb77f,Government: No benefit hike for Social Security next year,0,,0,0,0,0,0,0,0,0,2015-10-16T02:29:41.429+03:00,2015-10-15T20:59:00.000+03:00,0,news,www.daily-chronicle.com,Government: No benefit hike for Social Security next year,0,Government: No benefit hike for Social Security next year,0,http://www.daily-chronicle.com/images/avatar.png,b7ffe8eafcdc09888fdca14bf0e86c6ce24fb77f,http://www.daily-chronicle.com/?rss=news/nation_and_world,2015-10-15T20:59:00.000+03:00,0,http://www.daily-chronicle.com/2015/10/15/government-no-benefit-hike-for-social-security-next-year/am3kjt3/,US,daily-chronicle.com,Nation and World News,http://www.daily-chronicle.com/2015/10/15/government-no-benefit-hike-for-social-security-next-year/am3kjt3/,english,World,1,0.809212203,0.333333333
timesofindia.indiatimes.com,,75c5980366fe46ade2d404f5555fb06ac560982c,74-year-old Briton faces flogging in Saudi Arabia over wine possession,0,,0,0,0,0,0,0,0,0,2015-10-13T23:07:40.713+03:00,2015-10-13T22:13:00.000+03:00,0,news,timesofindia.indiatimes.com,74-year-old Briton faces flogging in Saudi Arabia over wine possession - The Times of India,0,74-year-old Briton faces flogging in Saudi Arabia over wine possession,5,http://timesofindia.indiatimes.com/photo/49339798.cms,75c5980366fe46ade2d404f5555fb06ac560982c,http://timesofindia.indiatimes.com/rssfeeds/296589292.cms,2015-10-13T22:13:00.000+03:00,6,http://timesofindia.indiatimes.com/world/uk/74-year-old-Briton-faces-flogging-in-Saudi-Arabia-over-winepossesion/articleshow/49339757.cms,IL,indiatimes.com,"World News, News of World, Top World News, World Breaking Headlines - Times of India",http://timesofindia.indiatimes.com/world/uk/74-year-old-Briton-faces-flogging-in-Saudi-Arabia-over-winepossesion/articleshow/49339757.cms,english,World,1,0.809212203,0.857142857
timesunion.com,,0ce110746e149c94e1a612633dff0c7db36cad41,Rights group says US-backed Kurds displacing Arabs in Syria,0,,0,0,0,0,0,0,0,0,2015-10-13T04:29:37.116+03:00,2015-10-13T04:59:00.000+03:00,0,news,www.timesunion.com,Rights group says US-backed Kurds displacing Arabs in Syria - Times Union,0,Rights group says US-backed Kurds displacing Arabs in Syria,0,http://ww3.hdnux.com/photos/41/37/64/8781090/7/rawImage.jpg,0ce110746e149c94e1a612633dff0c7db36cad41,http://www.timesunion.com/default/feed/news/feed/World-News-212.php,2015-10-13T04:59:00.000+03:00,1,http://www.timesunion.com/news/world/article/Rights-group-says-US-backed-Kurds-displacing-6567397.php,US,timesunion.com,World News,http://www.timesunion.com/news/world/article/Rights-group-says-US-backed-Kurds-displacing-6567397.php,english,World,1,1.213818305,0.5
lasvegassun.com,,b3546f71ef91b0ceb5e65daf6979e93e2918835f,Russia says thwarted Moscow terror attack planned by 12,0,,0,0,0,0,0,0,0,0,2015-10-13T18:26:04.871+03:00,2015-10-13T03:00:00.000+03:00,0,news,lasvegassun.com,Russia says thwarted Moscow terror attack planned by 12 - Las Vegas Sun News,0,Russia says thwarted Moscow terror attack planned by 12,0,//asset.lasvegassun.com/media/assets/images/icons/sun-app-large.png,b3546f71ef91b0ceb5e65daf6979e93e2918835f,http://lasvegassun.com/news/world/,2015-10-13T03:00:00.000+03:00,1,http://lasvegassun.com/news/2015/oct/13/russia-says-thwarted-moscow-terror-attack-planned-/,EU,lasvegassun.com,AP World News - Las Vegas Sun News,http://lasvegassun.com/news/2015/oct/13/russia-says-thwarted-moscow-terror-attack-planned-/,english,World,1,0.34680523,0.166666667
dailystar,,bd1233e9c27a8deae3e2addca362f43d9ec49b4d,"South Korean orphans separated in 1970s reunited by chance in US | News , World",0,,0,0,0,0,0,0,0,0,2015-10-13T03:18:21.422+03:00,2015-10-13T04:48:00.000+03:00,0,news,www.dailystar.com.lb,"South Korean orphans separated in 1970s reunited by chance in US | News , World | THE DAILY STAR",0,"South Korean orphans separated in 1970s reunited by chance in US | News , World",0,http://www.dailystar.com.lb//dailystar/Pictures/2015/10/12/461059_img650x420_img650x420_crop.jpg,bd1233e9c27a8deae3e2addca362f43d9ec49b4d,http://www.dailystar.com.lb/,2015-10-13T04:48:00.000+03:00,1,http://www.dailystar.com.lb/News/World/2015/Oct-12/318643-south-korean-orphans-separated-in-1970s-reunited-by-chance-in-us.ashx,US,dailystar.com.lb,"Breaking News, Lebanon News, Middle East News &amp; World News | THE DAILY STAR ",http://www.dailystar.com.lb/News/World/2015/Oct-12/318643-south-korean-orphans-separated-in-1970s-reunited-by-chance-in-us.ashx,english,World,1,0.202303051,0.111111111
cbs8,,f6b5a846bc1c54ce1cf0391f3c27432a0c08937f,SRS Real Estate Partners Adds Top Retail Leasing Team in Southern California Office,0,,0,0,0,0,0,0,0,0,2015-10-13T20:38:30.349+03:00,2015-10-13T21:02:00.000+03:00,0,news,www.cbs8.com,"SRS Real Estate Partners Adds Top Retail Leasing Team in Southern California Office - CBS News 8 - San Diego, CA News Station - KFMB Channel 8",0,SRS Real Estate Partners Adds Top Retail Leasing Team in Southern California Office,0,,f6b5a846bc1c54ce1cf0391f3c27432a0c08937f,http://www.cbs8.com/category/272461/business-finance,2015-10-13T21:02:00.000+03:00,1,http://www.cbs8.com/story/30250162/srs-real-estate-partners-adds-top-retail-leasing-team-in-southern-california-office,US,cbs8.com,"Business: Finance - CBS News 8 - San Diego, CA News Station - KFMB Channel 8",http://www.cbs8.com/story/30250162/srs-real-estate-partners-adds-top-retail-leasing-team-in-southern-california-office,english,Finance,1,0.192655519,0.181818182
Financeexpress.com,,928d4cc2deac59b3d59e4d8229fd19cb68c4d1ca,Do credit cards and personal loans really help your credit score?,0,,0,0,0,0,0,0,0,0,2015-10-14T11:07:23.279+03:00,2015-10-03T21:24:00.000+03:00,0,news,www.Financeexpress.com,Do credit cards and personal loans really help your credit score? | The Finance Express,0,Do credit cards and personal loans really help your credit score?,0,http://www.Financeexpress.com/wp-content/uploads/2015/06/Credit-Debit-card-Re-S.jpg,928d4cc2deac59b3d59e4d8229fd19cb68c4d1ca,http://www.Financeexpress.com/section/personal-finance/,2015-10-03T21:24:00.000+03:00,1,http://www.Financeexpress.com/article/personal-finance/do-credit-cards-and-personal-loans-really-help-your-credit-score/145152,IE,Financeexpress.com,"Personal Finance News:Personal Finance Articles,Personal Finance Tips,Banking and Finance News | The Finance Express",http://www.Financeexpress.com/article/personal-finance/do-credit-cards-and-personal-loans-really-help-your-credit-score/145152,english,Finance,1,1.138418979,0.857142857
